reservation_id,user_id,user_type,member_status,age_group,neighborhood,hub_id,hub_name,hub_type,item_id,item_category,item_name,reservation_date,pickup_scheduled_datetime,pickup_status,pickup_actual_datetime,borrow_days,return_due_datetime,return_status,return_actual_datetime,late_hours,parts_expected,parts_returned,missing_parts_flag,damage_flag,damage_severity,cleaning_required_flag,cleaning_done_flag,staff_checkout_minutes,staff_checkin_minutes,hub_queue_length,demand_level,event_period,inventory_available_at_reserve,notifications_enabled_flag,reminders_sent_count,report_issue_in_app_flag,support_ticket_flag,ticket_type,data_entry_method,staff_notes_length,penalty_amount_usd,cancellation_flag,cancellation_reason
RH1T939,U22661,Resident,Standard,45-54,West End,HUB09,Lakeside Hub,Staffed+Volunteers,IAYQ6WW,Sports,Soccer Goal Set,2025-11-02,2025-11-02 09:30:00,Picked up,2025-11-02 10:18:00,5.0,2025-11-07 09:30:00,On time,2025-11-07 09:30:00,0.0,3.0,2.0,1.0,0.0,,1.0,1.0,11.0,10.0,6,High,Weekend,1,0,0,0,1,Missing parts,Electronic log,12,0.0,0,
RN2EJ0A,U41514,Resident,Standard,55+,Downtown,HUB11,Greenway Hub,Staffed,IS1SSRK,Sewing/Craft,Craft Cutting Machine,2025-12-09,2025-12-09 13:00:00,Picked up,2025-12-09 13:16:00,5.0,2025-12-14 13:00:00,Late,2025-12-16 13:00:00,48.0,5.0,5.0,0.0,0.0,,0.0,1.0,4.0,10.0,6,Medium,Regular,1,1,0,0,0,,Handwritten notes,1,4.0,0,
RS8G8TA,U47305,Resident,New User,35-44,Greenway,HUB11,Greenway Hub,Staffed,ICY15PD,Camping,Camping Stove,2025-11-08,2025-11-08 11:00:00,Picked up,2025-11-08 11:38:00,10.0,2025-11-18 11:00:00,Not returned,,,3.0,,1.0,0.0,,,,9.0,,7,High,Weekend,1,1,1,0,0,,Electronic log,23,0.0,0,
RX70FQL,U19522,Resident,New User,25-34,Lakeside,HUB09,Lakeside Hub,Staffed+Volunteers,IDB2UUI,Sewing/Craft,Iron + Board,2025-08-07,2025-08-08 17:15:00,Picked up,2025-08-08 16:58:00,5.0,2025-08-13 17:15:00,Not returned,,,2.0,,0.0,0.0,,,,3.0,,3,Low,Regular,1,0,0,0,0,,Handwritten notes,38,0.0,0,
RQOLOEA,U37219,Resident,Standard,45-54,South Park,HUB11,Greenway Hub,Staffed,IZC0B4M,Kitchen/Appliances,Slow Cooker,2025-11-30,2025-12-02 14:45:00,Picked up,2025-12-02 16:52:00,5.0,2025-12-07 14:45:00,On time,2025-12-07 14:45:00,0.0,3.0,3.0,0.0,0.0,,0.0,1.0,6.0,14.0,3,Medium,Weekend,1,0,1,0,0,,Electronic log,23,0.0,0,
R2KD1PO,U81873,Resident,Frequent Borrower,45-54,Lakeside,HUB04,University Hub,Staffed+Volunteers,IXRTEO2,Tools,Pressure Washer,2025-09-07,2025-09-08 11:15:00,Picked up,2025-09-08 11:19:00,14.0,2025-09-22 11:15:00,Late,2025-09-22 23:15:00,12.0,6.0,6.0,0.0,0.0,,1.0,1.0,8.0,12.0,5,Medium,Weekend,1,0,1,0,0,,Mixed,45,1.0,0,
RK585X8,U64145,Resident,Standard,35-44,Lakeside,HUB10,Old Town Hub,Staffed+Volunteers,IA5FBUO,Sports,Mountain Bike,2025-09-09,2025-09-11 12:00:00,Picked up,2025-09-11 11:42:00,10.0,2025-09-21 12:00:00,On time,2025-09-21 12:00:00,0.0,5.0,5.0,0.0,0.0,,0.0,1.0,4.0,6.0,3,Medium,Regular,1,1,2,0,0,,Mixed,10,0.0,0,
RH00H64,U89180,Resident,Standard,18-24,Lakeside,HUB01,Downtown Hub,Staffed,IFGWJEY,Tools,Pressure Washer,2025-09-25,2025-09-26 10:15:00,Cancelled,,,,,,,,,,,,,,,,8,Medium,Regular,1,1,0,0,0,,Mixed,24,0.0,1,Changed mind
RQTKCD0,U82048,Resident,Standard,35-44,Old Town,HUB04,University Hub,Staffed+Volunteers,IRLEXDW,Tools,Ladder (6ft),2025-12-25,2025-12-25 11:45:00,No-show,,,,,,,,,,,,,,,,10,High,Holiday/Peak,1,1,1,0,0,,Electronic log,18,0.0,0,
RQWLVUN,U92629,Resident,Standard,35-44,University,HUB06,West End Hub,Staffed,ILPAIH0,Sports,Tennis Racket Set,2025-09-24,2025-09-24 17:45:00,Picked up,2025-09-24 17:35:00,14.0,2025-10-08 17:45:00,Late,2025-10-08 19:45:00,2.0,6.0,6.0,0.0,0.0,,0.0,1.0,8.0,11.0,3,Low,Regular,1,1,1,0,0,,Electronic log,33,0.17,0,
RE05QMK,U62647,Volunteer,Standard,25-34,East Market,HUB05,South Park Hub,Staffed,ITGV44F,Sports,Soccer Goal Set,2025-12-27,2025-12-28 10:45:00,Picked up,2025-12-28 12:01:00,10.0,2026-01-07 10:45:00,On time,2026-01-07 10:45:00,0.0,6.0,6.0,0.0,0.0,,1.0,0.0,14.0,12.0,11,Medium,Holiday/Peak,1,1,1,0,0,,Electronic log,32,0.0,0,
R0W064W,U17425,Resident,Standard,25-34,Lakeside,HUB09,Lakeside Hub,Staffed+Volunteers,I3U1HBJ,Camping,Camping Stove,2025-08-06,2025-08-06 12:45:00,Picked up,2025-08-06 13:37:00,14.0,2025-08-20 12:45:00,On time,2025-08-20 12:45:00,0.0,7.0,6.0,1.0,0.0,,1.0,1.0,5.0,11.0,3,Medium,Regular,1,0,1,0,1,Missing parts,Electronic log,26,0.0,0,
RNI10KQ,U18981,Resident,Frequent Borrower,55+,Lakeside,HUB03,Riverside Hub,Staffed+Volunteers,ISOSX43,Kitchen/Appliances,Air Fryer,2025-12-06,2025-12-06 14:15:00,Picked up,2025-12-06 14:51:00,7.0,2025-12-13 14:15:00,Late,2025-12-13 16:15:00,2.0,3.0,3.0,0.0,0.0,,1.0,1.0,9.0,6.0,8,Medium,Weekend,0,1,2,0,0,,Electronic log,45,0.17,0,
R1FFUU5,U61952,Resident,Standard,25-34,Old Town,HUB11,Greenway Hub,Staffed,IF07B1I,Sewing/Craft,Serger,2025-10-22,2025-10-22 16:15:00,No-show,,,,,,,,,,,,,,,,3,Low,Regular,1,1,2,0,0,,Electronic log,26,0.0,0,
RBH6NQQ,U83905,Resident,Standard,25-34,South Park,HUB06,West End Hub,Staffed,IB9LZS3,Sports,Mountain Bike,2025-10-01,2025-10-02 17:15:00,Picked up,2025-10-02 17:36:00,5.0,2025-10-07 17:15:00,On time,2025-10-07 17:15:00,0.0,4.0,4.0,0.0,1.0,Minor,1.0,0.0,10.0,11.0,4,High,Regular,1,0,1,1,0,,Handwritten notes,7,0.0,0,
RTGXNX4,U84855,Resident,Standard,25-34,Harbor,HUB10,Old Town Hub,Staffed+Volunteers,ISN6SM5,Sports,Yoga Kit,2025-12-27,2025-12-27 13:00:00,Picked up,2025-12-27 13:27:00,3.0,2025-12-30 13:00:00,On time,2025-12-30 13:00:00,0.0,2.0,2.0,0.0,0.0,,1.0,1.0,15.0,7.0,12,High,Holiday/Peak,1,1,1,0,0,,Mixed,24,0.0,0,
RA5PISK,U34365,Resident,Standard,25-34,Hilltop,HUB08,Hilltop Hub,Volunteer-heavy,IFFV3XO,Kitchen/Appliances,Electric Griddle,2025-10-12,2025-10-12 15:45:00,No-show,,,,,,,,,,,,,,,,4,High,Weekend,0,1,2,0,0,,Electronic log,24,0.0,0,
RRRHF4A,U38793,Resident,Standard,35-44,West End,HUB10,Old Town Hub,Staffed+Volunteers,IBUFWBU,Sewing/Craft,Sewing Machine,2025-11-04,2025-11-04 12:45:00,Picked up,2025-11-04 13:49:00,3.0,2025-11-07 12:45:00,On time,2025-11-07 12:45:00,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,8.0,7.0,3,Low,Regular,1,1,3,0,0,,Handwritten notes,25,0.0,0,
R7SO8W5,U68360,Resident,Standard,35-44,Downtown,HUB10,Old Town Hub,Staffed+Volunteers,I038HVQ,Camping,Camping Stove,2025-08-05,2025-08-05 09:15:00,Picked up,2025-08-05 10:00:00,5.0,2025-08-10 09:15:00,On time,2025-08-10 09:15:00,0.0,3.0,3.0,0.0,0.0,,0.0,1.0,10.0,9.0,4,Low,Regular,1,0,1,0,0,,Mixed,29,0.0,0,
R3V23GX,U38562,Resident,Standard,45-54,Hilltop,HUB11,Greenway Hub,Staffed,IJ0MQVI,Camping,Sleeping Bag Set,2025-10-27,2025-10-27 11:30:00,Picked up,2025-10-27 11:29:00,3.0,2025-10-30 11:30:00,Late,2025-10-30 17:30:00,6.0,7.0,5.0,1.0,0.0,,0.0,1.0,8.0,7.0,1,Medium,Regular,1,1,1,0,1,Damage,Handwritten notes,14,0.5,0,
RAS6Y3V,U20796,Resident,Standard,25-34,East Market,HUB04,University Hub,Staffed+Volunteers,IG6V5T1,Camping,4-Person Tent,2025-09-24,2025-09-25 12:45:00,Picked up,2025-09-25 13:17:00,5.0,2025-09-30 12:45:00,On time,2025-09-30 12:45:00,0.0,6.0,6.0,0.0,0.0,,1.0,0.0,6.0,7.0,3,Medium,Regular,1,1,0,1,0,,Electronic log,41,0.0,0,
R6TA7YP,U79180,Resident,Standard,55+,Northside,HUB08,Hilltop Hub,Volunteer-heavy,IP5ZP7R,Kitchen/Appliances,Air Fryer,2025-11-04,2025-11-05 13:45:00,No-show,,,,,,,,,,,,,,,,4,High,Regular,1,1,2,0,0,,Electronic log,36,0.0,0,
R264UPJ,U68582,Resident,New User,35-44,East Market,HUB10,Old Town Hub,Staffed+Volunteers,I16DVTJ,Sports,Yoga Kit,2025-12-25,2025-12-27 15:15:00,Picked up,2025-12-27 15:41:00,14.0,2026-01-10 15:15:00,On time,2026-01-10 15:15:00,0.0,2.0,2.0,0.0,0.0,,1.0,1.0,15.0,15.0,15,High,Holiday/Peak,1,1,1,1,0,,Handwritten notes,18,0.0,0,
RUEAXYL,U61782,Resident,Frequent Borrower,45-54,Downtown,HUB04,University Hub,Staffed+Volunteers,INFXJ4P,Sewing/Craft,Sewing Machine,2025-12-05,2025-12-05 09:30:00,Cancelled,,,,,,,,,,,,,,,,2,Medium,Regular,1,1,0,0,0,,Electronic log,29,0.0,1,Found alternative
R9OHTUG,U60075,Resident,Standard,45-54,West End,HUB05,South Park Hub,Staffed,IUR9U1O,AV/Projectors,Microphone Set,2025-10-16,2025-10-18 10:30:00,Picked up,2025-10-18 10:39:00,3.0,2025-10-21 10:30:00,On time,2025-10-21 10:30:00,0.0,5.0,5.0,0.0,1.0,Moderate,1.0,0.0,9.0,10.0,5,Low,Regular,1,0,0,0,1,Missing parts,Mixed,27,0.0,0,
R0QZFHO,U25065,Resident,Standard,55+,Riverside,HUB02,Northside Hub,Volunteer-heavy,IMTZZF8,Sewing/Craft,Sewing Machine,2025-11-15,2025-11-16 12:00:00,No-show,,,,,,,,,,,,,,,,8,Medium,Weekend,0,0,0,0,0,,Electronic log,34,0.0,0,
RQVDJNV,U57958,Resident,Frequent Borrower,45-54,Downtown,HUB06,West End Hub,Staffed,I07OXK8,Tools,Circular Saw,2025-12-17,2025-12-19 12:45:00,Cancelled,,,,,,,,,,,,,,,,0,Low,Regular,1,1,0,0,0,,Mixed,21,0.0,1,Changed mind
RPHX2KB,U52723,Resident,Frequent Borrower,25-34,Downtown,HUB09,Lakeside Hub,Staffed+Volunteers,IVSIGBI,Camping,Backpacking Pack,2025-12-25,2025-12-26 14:30:00,Picked up,2025-12-26 14:44:00,5.0,2025-12-31 14:30:00,Late,2025-12-31 20:30:00,6.0,5.0,4.0,1.0,0.0,,1.0,1.0,12.0,12.0,14,High,Holiday/Peak,1,1,2,0,1,Missing parts,Electronic log,32,0.5,0,
R92MOVS,U47850,Resident,Standard,55+,Downtown,HUB12,Harbor Hub,Volunteer-heavy,I0CDK36,Camping,4-Person Tent,2025-09-14,2025-09-14 11:45:00,Picked up,2025-09-14 12:05:00,5.0,2025-09-19 11:45:00,On time,2025-09-19 11:45:00,0.0,7.0,7.0,0.0,0.0,,1.0,1.0,12.0,10.0,7,High,Weekend,1,1,3,0,0,,Mixed,20,0.0,0,
RI8QOAG,U30529,Resident,Standard,35-44,West End,HUB02,Northside Hub,Volunteer-heavy,ISUSMES,Sports,Soccer Goal Set,2025-08-07,2025-08-08 15:45:00,No-show,,,,,,,,,,,,,,,,3,Low,Regular,1,1,0,0,0,,Electronic log,13,0.0,0,
RJPNRIM,U64306,Resident,Standard,25-34,South Park,HUB07,East Market Hub,Staffed,I1Y65RJ,AV/Projectors,LED Light Kit,2025-12-14,2025-12-14 17:15:00,No-show,,,,,,,,,,,,,,,,5,Low,Weekend,1,0,0,0,0,,Electronic log,31,0.0,0,
RYIL8SA,U48805,Resident,Frequent Borrower,35-44,East Market,HUB04,University Hub,Staffed+Volunteers,I3IDY3C,Sewing/Craft,Serger,2025-12-10,2025-12-10 16:45:00,Picked up,2025-12-10 17:59:00,3.0,2025-12-13 16:45:00,Late,2025-12-13 18:45:00,2.0,3.0,3.0,0.0,0.0,,0.0,1.0,5.0,8.0,2,Low,Regular,1,1,1,0,0,,Electronic log,23,0.17,0,
RM6J8Y6,U10594,Resident,Standard,25-34,Riverside,HUB04,University Hub,Staffed+Volunteers,IRH05HH,Kitchen/Appliances,Blender,2025-12-18,2025-12-18 10:15:00,Picked up,2025-12-18 11:42:00,3.0,2025-12-21 10:15:00,On time,2025-12-21 10:15:00,0.0,5.0,5.0,0.0,0.0,,0.0,1.0,6.0,4.0,4,Medium,Regular,1,1,1,0,0,,Handwritten notes,8,0.0,0,
RFD7YXW,U72798,Resident,Standard,25-34,University,HUB01,Downtown Hub,Staffed,I1TBRWR,AV/Projectors,Microphone Set,2025-10-17,2025-10-18 13:30:00,Picked up,2025-10-18 13:17:00,5.0,2025-10-23 13:30:00,On time,2025-10-23 13:30:00,0.0,5.0,5.0,0.0,0.0,,1.0,0.0,2.0,10.0,3,High,Regular,1,1,1,0,0,,Mixed,33,0.0,0,
RG1SO1E,U82870,Resident,Standard,25-34,Old Town,HUB04,University Hub,Staffed+Volunteers,ISP7BM4,Sports,Tennis Racket Set,2025-10-26,2025-10-28 09:45:00,Picked up,2025-10-28 11:01:00,5.0,2025-11-02 09:45:00,On time,2025-11-02 09:45:00,0.0,5.0,5.0,0.0,0.0,,1.0,1.0,7.0,13.0,5,High,Weekend,1,1,2,0,0,,Handwritten notes,2,0.0,0,
RZQYAHU,U88478,Resident,Standard,45-54,Riverside,HUB11,Greenway Hub,Staffed,ILWJTIQ,Kitchen/Appliances,Stand Mixer,2025-10-15,2025-10-16 09:30:00,No-show,,,,,,,,,,,,,,,,2,Low,Regular,1,0,0,0,0,,Mixed,39,0.0,0,
RGPP1NO,U40473,Resident,New User,18-24,Old Town,HUB08,Hilltop Hub,Volunteer-heavy,IQU9Y3Z,Sports,Soccer Goal Set,2025-08-16,2025-08-17 09:00:00,Picked up,2025-08-17 08:51:00,3.0,2025-08-20 09:00:00,On time,2025-08-20 09:00:00,0.0,3.0,3.0,0.0,0.0,,1.0,1.0,10.0,11.0,4,High,Weekend,1,1,1,0,0,,Mixed,30,0.0,0,
R4H20RA,U36038,Resident,Frequent Borrower,25-34,University,HUB11,Greenway Hub,Staffed,IPE6WTL,AV/Projectors,Camera Tripod,2025-09-27,2025-09-27 09:45:00,Picked up,2025-09-27 10:02:00,10.0,2025-10-07 09:45:00,On time,2025-10-07 09:45:00,0.0,4.0,4.0,0.0,0.0,,1.0,0.0,9.0,6.0,2,High,Weekend,1,1,2,0,0,,Mixed,27,0.0,0,
RUUOYC3,U61163,Resident,Standard,55+,Hilltop,HUB10,Old Town Hub,Staffed+Volunteers,IRWQMMU,Sports,Soccer Goal Set,2025-08-30,2025-08-30 13:30:00,Picked up,2025-08-30 14:46:00,5.0,2025-09-04 13:30:00,Late,2025-09-04 19:30:00,6.0,1.0,0.0,1.0,0.0,,0.0,1.0,11.0,14.0,9,High,Weekend,1,1,0,0,1,Missing parts,Electronic log,13,0.5,0,
ROMYVUX,U91998,Volunteer,Frequent Borrower,25-34,South Park,HUB05,South Park Hub,Staffed,IT9KLS1,Sports,Kayak Set,2025-10-13,2025-10-14 11:15:00,Picked up,2025-10-14 11:25:00,14.0,2025-10-28 11:15:00,On time,2025-10-28 11:15:00,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,9.0,3.0,0,Medium,Regular,1,1,2,0,0,,Electronic log,25,0.0,0,
RWQ85X7,U97844,Resident,New User,25-34,Hilltop,HUB12,Harbor Hub,Volunteer-heavy,IPWO6CM,Tools,Toolbox Set,2025-08-25,2025-08-26 13:45:00,No-show,,,,,,,,,,,,,,,,2,High,Regular,1,1,3,0,0,,Electronic log,7,0.0,0,
RZVO527,U96732,Resident,Standard,35-44,West End,HUB08,Hilltop Hub,Volunteer-heavy,I0SQG4E,Sports,Soccer Goal Set,2025-11-06,2025-11-06 10:45:00,Picked up,2025-11-06 12:01:00,7.0,2025-11-13 10:45:00,On time,2025-11-13 10:45:00,0.0,2.0,2.0,0.0,0.0,,1.0,1.0,11.0,9.0,0,Medium,Regular,1,1,2,0,0,,Electronic log,19,0.0,0,
R7ZCGDC,U13936,Resident,Standard,45-54,University,HUB02,Northside Hub,Volunteer-heavy,I5TAO1C,Sewing/Craft,Craft Cutting Machine,2025-10-25,2025-10-25 13:00:00,Picked up,2025-10-25 12:21:00,7.0,2025-11-01 13:00:00,On time,2025-11-01 13:00:00,0.0,6.0,4.0,1.0,0.0,,1.0,1.0,9.0,7.0,4,Low,Weekend,0,0,0,0,0,,Handwritten notes,4,0.0,0,
RD7OI0P,U81442,Resident,Standard,45-54,South Park,HUB02,Northside Hub,Volunteer-heavy,IESGBM6,AV/Projectors,Portable Speaker,2025-12-23,2025-12-24 14:30:00,Picked up,2025-12-24 14:26:00,5.0,2025-12-29 14:30:00,On time,2025-12-29 14:30:00,0.0,5.0,5.0,0.0,0.0,,1.0,1.0,13.0,14.0,13,High,Holiday/Peak,1,0,0,0,0,,Mixed,16,0.0,0,
R7TE8TV,U90206,Resident,New User,18-24,Hilltop,HUB01,Downtown Hub,Staffed,IQ05PXT,Kitchen/Appliances,Electric Griddle,2025-10-10,2025-10-10 09:15:00,Picked up,2025-10-10 09:43:00,3.0,2025-10-13 09:15:00,On time,2025-10-13 09:15:00,0.0,5.0,3.0,1.0,0.0,,1.0,1.0,11.0,7.0,2,Medium,Regular,1,0,1,1,0,,Electronic log,36,0.0,0,
RIDLOFA,U75696,Resident,Standard,35-44,West End,HUB07,East Market Hub,Staffed,IS1EKTY,Kitchen/Appliances,Electric Griddle,2025-11-05,2025-11-05 17:30:00,Cancelled,,,,,,,,,,,,,,,,4,Medium,Regular,1,1,0,0,0,,Electronic log,17,0.0,1,Changed mind
RAPKIAN,U59892,Volunteer,New User,55+,Hilltop,HUB07,East Market Hub,Staffed,IOUOF0O,Kitchen/Appliances,Blender,2025-08-19,2025-08-21 13:30:00,Picked up,2025-08-21 13:57:00,14.0,2025-09-04 13:30:00,Late,2025-09-05 13:30:00,24.0,5.0,4.0,1.0,0.0,,1.0,1.0,7.0,6.0,2,Low,Regular,0,0,0,0,1,Missing parts,Electronic log,22,2.0,0,
RCWS2WY,U30547,Resident,Standard,45-54,East Market,HUB02,Northside Hub,Volunteer-heavy,IJXTJGC,Camping,Camping Stove,2025-08-14,2025-08-15 10:30:00,Picked up,2025-08-15 10:49:00,7.0,2025-08-22 10:30:00,On time,2025-08-22 10:30:00,0.0,6.0,6.0,0.0,0.0,,1.0,1.0,8.0,12.0,3,Medium,Regular,1,1,0,1,0,,Electronic log,26,0.0,0,
RWWJWGA,U40340,Resident,Frequent Borrower,45-54,Riverside,HUB11,Greenway Hub,Staffed,IBTGDJZ,Sports,Kayak Set,2025-09-30,2025-10-01 12:30:00,Picked up,2025-10-01 12:31:00,14.0,2025-10-15 12:30:00,Late,2025-10-16 00:30:00,12.0,4.0,1.0,1.0,0.0,,0.0,1.0,7.0,7.0,1,Medium,Regular,1,1,3,0,0,,Handwritten notes,4,1.0,0,
RDAHP2R,U14721,Resident,Standard,45-54,Harbor,HUB12,Harbor Hub,Volunteer-heavy,INZBC1F,Tools,Circular Saw,2025-10-21,2025-10-21 14:30:00,Picked up,2025-10-21 14:52:00,7.0,2025-10-28 14:30:00,On time,2025-10-28 14:30:00,0.0,7.0,7.0,0.0,0.0,,1.0,1.0,5.0,8.0,4,Medium,Regular,1,1,1,0,0,,Electronic log,27,0.0,0,
RTG6JNA,U46734,Resident,Standard,25-34,South Park,HUB12,Harbor Hub,Volunteer-heavy,I9ZN9I9,Kitchen/Appliances,Stand Mixer,2025-10-12,2025-10-13 14:15:00,Picked up,2025-10-13 14:04:00,7.0,2025-10-20 14:15:00,On time,2025-10-20 14:15:00,0.0,2.0,0.0,1.0,1.0,Minor,1.0,1.0,8.0,11.0,4,High,Weekend,1,0,0,0,1,Missing parts,Electronic log,20,0.0,0,
RS9RYLL,U71589,Nonprofit Partner,Standard,25-34,University,HUB03,Riverside Hub,Staffed+Volunteers,IWB7SJW,Kitchen/Appliances,Stand Mixer,2025-10-18,2025-10-19 15:15:00,Picked up,2025-10-19 16:16:00,5.0,2025-10-24 15:15:00,On time,2025-10-24 15:15:00,0.0,2.0,2.0,0.0,0.0,,1.0,1.0,9.0,7.0,5,Medium,Weekend,1,0,0,0,0,,Mixed,25,0.0,0,
R5HEWLG,U15166,Resident,Standard,25-34,University,HUB07,East Market Hub,Staffed,IJE2AB2,Sports,Kayak Set,2025-12-27,2025-12-27 10:30:00,Picked up,2025-12-27 10:12:00,7.0,2026-01-03 10:30:00,On time,2026-01-03 10:30:00,0.0,3.0,1.0,1.0,0.0,,1.0,1.0,13.0,13.0,13,High,Holiday/Peak,1,1,1,0,0,,Electronic log,30,0.0,0,
RF1IRYM,U31236,Resident,Standard,55+,Hilltop,HUB02,Northside Hub,Volunteer-heavy,I81CMFT,Sewing/Craft,Knitting Kit,2025-11-27,2025-11-28 16:45:00,Picked up,2025-11-28 17:02:00,7.0,2025-12-05 16:45:00,On time,2025-12-05 16:45:00,0.0,2.0,1.0,1.0,0.0,,1.0,1.0,9.0,17.0,12,High,Holiday/Peak,1,1,1,0,1,Damage,Handwritten notes,32,0.0,0,
RI9212P,U16967,Resident,Standard,25-34,Northside,HUB07,East Market Hub,Staffed,IGYME6R,Camping,Backpacking Pack,2025-09-07,2025-09-08 17:45:00,Picked up,2025-09-08 17:57:00,5.0,2025-09-13 17:45:00,On time,2025-09-13 17:45:00,0.0,6.0,6.0,0.0,0.0,,1.0,1.0,9.0,10.0,4,Medium,Weekend,1,0,0,0,0,,Handwritten notes,25,0.0,0,
RTRUTLQ,U54653,Resident,Standard,25-34,Hilltop,HUB04,University Hub,Staffed+Volunteers,I5V4FTQ,AV/Projectors,Microphone Set,2025-11-15,2025-11-16 14:00:00,Picked up,2025-11-16 14:05:00,5.0,2025-11-21 14:00:00,On time,2025-11-21 14:00:00,0.0,6.0,6.0,0.0,0.0,,1.0,1.0,8.0,14.0,10,High,Weekend,1,0,1,0,0,,Mixed,27,0.0,0,
RQ1S05W,U58447,Resident,Standard,55+,South Park,HUB04,University Hub,Staffed+Volunteers,INWLC83,AV/Projectors,Microphone Set,2025-08-05,2025-08-06 16:45:00,Picked up,2025-08-06 17:00:00,5.0,2025-08-11 16:45:00,Late,2025-08-12 16:45:00,24.0,7.0,7.0,0.0,0.0,,1.0,0.0,6.0,13.0,3,Low,Regular,1,1,2,1,0,,Electronic log,22,2.0,0,
R1FKOLD,U58232,Resident,Frequent Borrower,55+,University,HUB04,University Hub,Staffed+Volunteers,IXB7GBD,AV/Projectors,Camera Tripod,2025-08-02,2025-08-03 10:45:00,Picked up,2025-08-03 10:54:00,3.0,2025-08-06 10:45:00,Not returned,,,3.0,,0.0,0.0,,,,12.0,,7,Medium,Weekend,0,0,0,0,0,,Handwritten notes,26,0.0,0,
RU4XSZJ,U22864,Resident,Standard,25-34,University,HUB05,South Park Hub,Staffed,INVC7HR,Tools,Cordless Drill Kit,2025-08-12,2025-08-13 11:30:00,Picked up,2025-08-13 10:48:00,5.0,2025-08-18 11:30:00,On time,2025-08-18 11:30:00,0.0,6.0,6.0,0.0,0.0,,1.0,1.0,8.0,11.0,2,Medium,Regular,1,1,0,0,0,,Electronic log,29,0.0,0,
RM0632C,U66539,Resident,New User,35-44,Northside,HUB03,Riverside Hub,Staffed+Volunteers,IWT04CH,Kitchen/Appliances,Stand Mixer,2025-12-21,2025-12-21 17:15:00,Picked up,2025-12-21 17:02:00,5.0,2025-12-26 17:15:00,On time,2025-12-26 17:15:00,0.0,2.0,2.0,0.0,0.0,,1.0,1.0,7.0,8.0,5,Medium,Weekend,0,1,0,1,0,,Electronic log,8,0.0,0,
R0TGSIW,U37549,Resident,Standard,25-34,Lakeside,HUB11,Greenway Hub,Staffed,IG0ODWM,Tools,Cordless Drill Kit,2025-12-25,2025-12-25 11:45:00,No-show,,,,,,,,,,,,,,,,10,High,Holiday/Peak,0,0,0,0,0,,Mixed,30,0.0,0,
R5GGOMF,U98399,Nonprofit Partner,Standard,35-44,Hilltop,HUB09,Lakeside Hub,Staffed+Volunteers,I9PML9L,Sewing/Craft,Iron + Board,2025-12-04,2025-12-05 15:00:00,No-show,,,,,,,,,,,,,,,,3,Low,Regular,1,1,1,0,0,,Electronic log,45,0.0,0,
R3LITNT,U66309,Resident,Standard,25-34,West End,HUB10,Old Town Hub,Staffed+Volunteers,I0MQ8AB,Kitchen/Appliances,Slow Cooker,2025-10-24,2025-10-25 13:15:00,Picked up,2025-10-25 13:57:00,3.0,2025-10-28 13:15:00,On time,2025-10-28 13:15:00,0.0,4.0,4.0,0.0,0.0,,1.0,1.0,2.0,4.0,2,Medium,Regular,1,0,0,0,0,,Mixed,34,0.0,0,
RS9KKH4,U52916,Resident,Standard,45-54,South Park,HUB12,Harbor Hub,Volunteer-heavy,IA3YJTU,AV/Projectors,Projector + Screen,2025-10-11,2025-10-11 13:30:00,Picked up,2025-10-11 13:05:00,7.0,2025-10-18 13:30:00,On time,2025-10-18 13:30:00,0.0,5.0,5.0,0.0,0.0,,0.0,1.0,10.0,7.0,4,High,Weekend,1,0,0,0,0,,Electronic log,27,0.0,0,
RBMENUI,U28288,Resident,Standard,18-24,Old Town,HUB07,East Market Hub,Staffed,I3DO700,Camping,4-Person Tent,2025-08-20,2025-08-20 17:45:00,Picked up,2025-08-20 17:38:00,5.0,2025-08-25 17:45:00,On time,2025-08-25 17:45:00,0.0,7.0,6.0,1.0,1.0,Minor,0.0,1.0,5.0,11.0,2,Low,Regular,1,1,2,0,1,Damage,Electronic log,26,0.0,0,
R3YU6VK,U57411,Resident,Standard,45-54,Hilltop,HUB11,Greenway Hub,Staffed,I0UCC1M,Camping,Backpacking Pack,2025-12-30,2025-12-30 13:00:00,Picked up,2025-12-30 13:56:00,7.0,2026-01-06 13:00:00,Late,2026-01-06 19:00:00,6.0,5.0,3.0,1.0,1.0,Minor,1.0,1.0,11.0,11.0,3,High,Regular,1,1,1,0,1,Damage,Electronic log,29,0.5,0,
R5IXVA1,U57177,Resident,Frequent Borrower,45-54,East Market,HUB10,Old Town Hub,Staffed+Volunteers,INKBTFS,Kitchen/Appliances,Stand Mixer,2025-09-13,2025-09-13 16:00:00,Picked up,2025-09-13 15:44:00,3.0,2025-09-16 16:00:00,On time,2025-09-16 16:00:00,0.0,5.0,5.0,0.0,1.0,Minor,0.0,1.0,15.0,12.0,9,Medium,Weekend,1,1,1,1,1,Missing parts,Mixed,16,0.0,0,
